"2765";"964"
"19287";"964"
"20006";"964"
"20185";"964"
"5193";"964"
"145";"964"
"20984";"964"
"21164";"964"
"21264";"964"
"21834";"964"
"22281";"964"
"22466";"964"
"22358";"964"
"22454";"964"
"23010";"964"
"23024";"964"
"22784";"964"
"23328";"964"
"6153";"964"
"23904";"964"
"24460";"964"
"24546";"964"
"24829";"964"
"25876";"964"
"18606";"966"
"19408";"966"
"23058";"966"
"24298";"969"
"4405";"969"
"20006";"969"
"20185";"969"
"6705";"969"
"20690";"969"
"21368";"969"
"20471";"969"
"738";"969"
"22053";"969"
"22194";"969"
"637";"969"
"23010";"969"
"23748";"969"
"23910";"969"
"23976";"969"
"24581";"969"
"1333";"970"
"21588";"970"
"23569";"970"
"23695";"970"
"20735";"971"
"24635";"971"
"20820";"973"
"21180";"973"
"22379";"974"
"22935";"974"
"23242";"974"
"22379";"975"
"21195";"979"
"21195";"980"
"22968";"980"
"19093";"982"
"22587";"982"
"300";"987"
"18975";"987"
"19264";"987"
"2454";"987"
"4896";"987"
"18278";"988"
"18632";"988"
"22725";"988"
"714";"988"
"23161";"988"
"25140";"988"
"23759";"989"
"21285";"990"
"25132";"990"
"714";"993"
"1950";"993"
"25110";"993"
"300";"994"
"714";"994"
"20016";"994"
"24135";"994"
"20358";"994"
"18632";"995"
"20623";"995"
"20921";"995"
"4422";"995"
"24135";"995"
"24544";"995"
"20358";"995"
"6153";"995"
"18275";"996"
"18368";"996"
"6693";"996"
"18572";"996"
"20411";"996"
"20734";"996"
"4422";"996"
"6619";"996"
"24135";"996"
"24544";"996"
"18947";"996"
"24757";"996"
"24758";"996"
"18393";"1000"
"4236";"1000"
"5106";"1001"
"20811";"1001"
"18813";"1004"
"18920";"1004"
"6427";"1004"
"19412";"1004"
"19541";"1004"
"5106";"1004"
"20644";"1004"
"19070";"1005"
"18788";"1005"
"20122";"1005"
"20371";"1005"
"19013";"1005"
"797";"1008"
"18731";"1008"
"18758";"1008"
"19287";"1008"
"19354";"1008"
"20604";"1008"
"20690";"1008"
"20450";"1008"
"21264";"1008"
"22281";"1008"
"22784";"1008"
"23016";"1008"
"23676";"1008"
"23799";"1008"
"24246";"1008"
"20727";"1019"
"309";"1019"
"21093";"1019"
"21265";"1019"
"21933";"1019"
"6452";"1019"
"23658";"1019"
"23929";"1019"
"25290";"1019"
"18174";"1019"
"25538";"1019"
"316";"1020"
"18846";"1021"
"20083";"1021"
"20331";"1021"
"23652";"1021"
"24525";"1021"
"21630";"1021"
"24820";"1021"
"24822";"1021"
"24838";"1021"
"25647";"1021"
"18656";"1028"
"20177";"1028"
"19132";"1028"
"21458";"1028"
"23201";"1028"
"23663";"1028"
"19236";"1029"
"22979";"1029"
"2727";"1030"
"6553";"1030"
"3378";"1030"
"22521";"1030"
"21660";"1030"
"25169";"1030"
"19767";"1031"
"20010";"1031"
"20067";"1031"
"2826";"1031"
"18500";"1032"
"18618";"1032"
"24113";"1032"
"18183";"1033"
"21550";"1033"
"25520";"1033"
"2727";"1034"
"21074";"1034"
"3378";"1035"
"24988";"1035"
"23790";"1036"
"21428";"1038"
"22968";"1038"
"2930";"1038"
"24168";"1038"
"23276";"1043"
"23276";"1045"
"23551";"1045"
"24113";"1045"
"24651";"1045"
"20122";"1046"
"19013";"1046"
"23084";"1046"
"23998";"1046"
"6553";"1048"
"2274";"1051"
"18656";"1053"
"21799";"1053"
"19205";"1056"
"24078";"1056"
"20310";"1057"
"24384";"1059"
"18786";"1059"
"20246";"1059"
"20336";"1059"
"22488";"1059"
"19042";"1059"
"5581";"1068"
"24619";"1068"
"22276";"1070"
"23663";"1070"
"19577";"1071"
"18538";"1074"
"19455";"1074"
"19997";"1074"
"20106";"1074"
"20697";"1074"
"21054";"1074"
"22154";"1074"
"23206";"1074"
"23275";"1074"
"23292";"1074"
"20933";"1074"
"25714";"1074"
"25723";"1074"
"316";"1075"
"25458";"1075"
"6338";"1076"
"19299";"1076"
"20042";"1076"
"20250";"1076"
"20501";"1076"
"21075";"1076"
"21552";"1076"
"22822";"1076"
"18537";"1076"
"316";"1076"
"25061";"1076"
"22699";"1091"
"316";"1091"
"24247";"1092"
"20562";"1092"
"24298";"1092"
"24315";"1092"
"22593";"1092"
"3036";"1092"
"18795";"1092"
"18398";"1092"
"19013";"1092"
"5001";"1092"
"19287";"1092"
"19318";"1092"
"19496";"1092"
"19943";"1092"
"20698";"1092"
"20702";"1092"
"21090";"1092"
"21454";"1092"
"21879";"1092"
"4491";"1092"
"3183";"1092"
"6792";"1092"
"22576";"1092"
"22596";"1092"
"2809";"1092"
"2716";"1092"
"25169";"1092"
"3036";"1093"
"18786";"1093"
"19496";"1093"
"20076";"1093"
"20122";"1093"
"18764";"1093"
"20734";"1093"
"21591";"1093"
"6619";"1093"
"3183";"1093"
"22280";"1093"
"23084";"1093"
"23424";"1093"
"20723";"1093"
"2826";"1093"
"23752";"1093"
"2679";"1094"
"2261";"1094"
"19085";"1094"
"19943";"1094"
"4491";"1094"
"21973";"1094"
"2716";"1094"
"24020";"1094"
"22593";"1094"
"21879";"1095"
"2716";"1095"
"23904";"1095"
"24113";"1095"
"2261";"1096"
"4380";"1096"
"19808";"1096"
"1471";"1096"
"20723";"1096"
"20512";"1096"
"5825";"1096"
"22475";"1096"
"23162";"1096"
"2716";"1096"
"22593";"1096"
"24020";"1096"
"18628";"1098"
"19216";"1098"
"21506";"1098"
"22109";"1098"
"3805";"1098"
"25771";"1098"
"18786";"1102"
"24225";"1103"
"19209";"1103"
"19634";"1103"
"23441";"1103"
"20668";"1104"
"22179";"1104"
"23202";"1104"
"207";"1104"
"25003";"1104"
"25787";"1104"
"17974";"1105"
"21921";"1105"
"22649";"1105"
"23160";"1105"
"25787";"1105"
"18741";"1108"
"19808";"1108"
"20496";"1108"
"23998";"1109"
"19767";"1111"
"21072";"1111"
"21281";"1111"
"21550";"1111"
"23752";"1111"
"19213";"1132"
"19979";"1132"
"20417";"1132"
"20245";"1134"
"21660";"1134"
"24651";"1135"
"19929";"1137"
"23155";"1137"
"2008";"1140"
"18764";"1140"
"19929";"1140"
"1409";"1140"
"2971";"1140"
"18186";"1140"
"24970";"1140"
"25495";"1140"
"25699";"1140"
"19236";"1142"
"1409";"1142"
"19132";"1142"
"2971";"1142"
"25495";"1142"
"25699";"1142"
"1333";"1156"
"21072";"1156"
"19314";"1157"
"20076";"1157"
"5903";"1157"
"18947";"1157"
"3654";"1158"
"19098";"1158"
"6427";"1158"
"19236";"1158"
"20067";"1158"
"20512";"1158"
"18947";"1158"
"4191";"1158"
"18981";"1159"
"6080";"1160"
"24310";"1162"
"18786";"1162"
"2261";"1162"
"19085";"1162"
"6427";"1162"
"19318";"1162"
"20673";"1162"
"20734";"1162"
"807";"1162"
"21345";"1162"
"21879";"1162"
"4491";"1162"
"23334";"1162"
"24020";"1162"
"1774";"1162"
"2081";"1162"
"6427";"1164"
"19567";"1164"
"20339";"1164"
"20417";"1164"
"21951";"1164"
"22420";"1164"
"22587";"1164"
"6643";"1164"
"20300";"1165"
"20784";"1165"
"21018";"1165"
"20369";"1168"
"5903";"1168"
"20673";"1168"
"20183";"1168"
"23155";"1168"
